timestamp,n_vectors,dimension,collection_name,table_name,chroma_load_time_sec,chroma_total_size_mb,chroma_delta_size_mb,pg_load_time_sec,pg_total_size_mb,pg_delta_size_mb
2025-12-30T11:07:11.080102,300000,128,items_128d,items,72.611855,273.8169,273.6567,391.679155,173.9375,173.9219
