timestamp,dataset_label,db,query_index,filter,latency_ms
2025-12-30T11:09:39.187458,large_300000,chroma,0,none,0.0000
2025-12-30T11:09:39.193802,large_300000,chroma,1,none,6.3446
2025-12-30T11:09:39.194170,large_300000,chroma,2,none,0.0000
2025-12-30T11:09:39.194170,large_300000,chroma,3,none,0.0000
2025-12-30T11:09:39.201143,large_300000,chroma,4,none,6.9733
2025-12-30T11:09:39.201143,large_300000,chroma,5,none,0.0000
2025-12-30T11:09:39.208197,large_300000,chroma,6,none,7.0539
2025-12-30T11:09:39.208197,large_300000,chroma,7,none,0.0000
2025-12-30T11:09:39.216721,large_300000,chroma,8,none,8.5249
2025-12-30T11:09:39.216721,large_300000,chroma,9,none,0.0000
2025-12-30T11:09:39.222605,large_300000,chroma,10,none,5.8835
2025-12-30T11:09:39.222605,large_300000,chroma,11,none,0.0000
2025-12-30T11:09:39.229654,large_300000,chroma,12,none,0.0000
2025-12-30T11:09:39.235410,large_300000,chroma,13,none,5.7566
2025-12-30T11:09:39.235997,large_300000,chroma,14,none,0.0000
2025-12-30T11:09:39.235997,large_300000,chroma,15,none,0.0000
2025-12-30T11:09:39.243185,large_300000,chroma,16,none,7.1871
2025-12-30T11:09:39.243185,large_300000,chroma,17,none,0.0000
2025-12-30T11:09:39.249375,large_300000,chroma,18,none,6.1908
2025-12-30T11:09:39.251800,large_300000,chroma,19,none,1.4174
2025-12-30T11:09:39.251800,large_300000,chroma,20,none,0.0000
2025-12-30T11:09:39.258153,large_300000,chroma,21,none,6.3531
2025-12-30T11:09:39.260154,large_300000,chroma,22,none,2.0010
2025-12-30T11:09:39.263223,large_300000,chroma,23,none,2.0697
2025-12-30T11:09:39.266341,large_300000,chroma,24,none,1.9665
2025-12-30T11:09:39.269343,large_300000,chroma,25,none,3.0010
2025-12-30T11:09:39.270180,large_300000,chroma,26,none,0.8380
2025-12-30T11:09:39.270180,large_300000,chroma,27,none,0.0000
2025-12-30T11:09:39.270180,large_300000,chroma,28,none,0.0000
2025-12-30T11:09:39.270180,large_300000,chroma,29,none,0.0000
2025-12-30T11:09:39.270180,large_300000,chroma,30,none,0.0000
2025-12-30T11:09:39.270180,large_300000,chroma,31,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,32,none,15.0077
2025-12-30T11:09:39.285188,large_300000,chroma,33,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,34,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,35,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,36,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,37,none,0.0000
2025-12-30T11:09:39.285188,large_300000,chroma,38,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,39,none,15.7828
2025-12-30T11:09:39.300971,large_300000,chroma,40,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,41,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,42,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,43,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,44,none,0.0000
2025-12-30T11:09:39.300971,large_300000,chroma,45,none,0.0000
2025-12-30T11:09:39.316891,large_300000,chroma,46,none,15.9204
2025-12-30T11:09:39.319289,large_300000,chroma,47,none,2.3980
2025-12-30T11:09:39.324122,large_300000,chroma,48,none,4.8325
2025-12-30T11:09:39.326128,large_300000,chroma,49,none,2.0063
2025-12-30T11:09:39.326128,large_300000,chroma,50,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,51,none,6.3980
2025-12-30T11:09:39.332526,large_300000,chroma,52,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,53,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,54,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,55,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,56,none,0.0000
2025-12-30T11:09:39.332526,large_300000,chroma,57,none,0.0000
2025-12-30T11:09:39.348274,large_300000,chroma,58,none,15.7480
2025-12-30T11:09:39.348274,large_300000,chroma,59,none,0.0000
2025-12-30T11:09:39.348274,large_300000,chroma,60,none,0.0000
2025-12-30T11:09:39.348274,large_300000,chroma,61,none,0.0000
2025-12-30T11:09:39.348274,large_300000,chroma,62,none,0.0000
2025-12-30T11:09:39.348274,large_300000,chroma,63,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,64,none,15.7280
2025-12-30T11:09:39.364002,large_300000,chroma,65,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,66,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,67,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,68,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,69,none,0.0000
2025-12-30T11:09:39.364002,large_300000,chroma,70,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,71,none,15.9826
2025-12-30T11:09:39.379985,large_300000,chroma,72,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,73,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,74,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,75,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,76,none,0.0000
2025-12-30T11:09:39.379985,large_300000,chroma,77,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,78,none,15.6949
2025-12-30T11:09:39.395680,large_300000,chroma,79,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,80,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,81,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,82,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,83,none,0.0000
2025-12-30T11:09:39.395680,large_300000,chroma,84,none,0.0000
2025-12-30T11:09:39.411959,large_300000,chroma,85,none,16.2792
2025-12-30T11:09:39.414331,large_300000,chroma,86,none,2.3720
2025-12-30T11:09:39.416791,large_300000,chroma,87,none,2.4598
2025-12-30T11:09:39.418796,large_300000,chroma,88,none,2.0049
2025-12-30T11:09:39.420796,large_300000,chroma,89,none,0.9987
2025-12-30T11:09:39.423751,large_300000,chroma,90,none,1.9546
2025-12-30T11:09:39.425841,large_300000,chroma,91,none,2.0893
2025-12-30T11:09:39.427841,large_300000,chroma,92,none,0.9751
2025-12-30T11:09:39.431678,large_300000,chroma,93,none,2.8384
2025-12-30T11:09:39.433683,large_300000,chroma,94,none,2.0041
2025-12-30T11:09:39.437206,large_300000,chroma,95,none,2.5241
2025-12-30T11:09:39.439303,large_300000,chroma,96,none,2.0974
2025-12-30T11:09:39.442303,large_300000,chroma,97,none,1.9982
2025-12-30T11:09:39.443729,large_300000,chroma,98,none,1.4262
2025-12-30T11:09:39.443729,large_300000,chroma,99,none,0.0000
2025-12-30T11:09:39.708468,large_300000,pgvector,0,none,24.7722
2025-12-30T11:09:39.735548,large_300000,pgvector,1,none,27.0805
2025-12-30T11:09:39.756816,large_300000,pgvector,2,none,21.2677
2025-12-30T11:09:39.784513,large_300000,pgvector,3,none,27.6976
2025-12-30T11:09:39.812170,large_300000,pgvector,4,none,27.6568
2025-12-30T11:09:39.840102,large_300000,pgvector,5,none,27.9322
2025-12-30T11:09:39.867442,large_300000,pgvector,6,none,27.3395
2025-12-30T11:09:39.896375,large_300000,pgvector,7,none,26.1664
2025-12-30T11:09:39.925124,large_300000,pgvector,8,none,28.7492
2025-12-30T11:09:39.950694,large_300000,pgvector,9,none,24.6282
2025-12-30T11:09:39.981273,large_300000,pgvector,10,none,26.6883
2025-12-30T11:09:40.006580,large_300000,pgvector,11,none,23.3023
2025-12-30T11:09:40.036823,large_300000,pgvector,12,none,25.2683
2025-12-30T11:09:40.061950,large_300000,pgvector,13,none,25.1269
2025-12-30T11:09:40.090754,large_300000,pgvector,14,none,28.8036
2025-12-30T11:09:40.119409,large_300000,pgvector,15,none,28.6548
2025-12-30T11:09:40.146082,large_300000,pgvector,16,none,26.6738
2025-12-30T11:09:40.173199,large_300000,pgvector,17,none,27.1168
2025-12-30T11:09:40.201096,large_300000,pgvector,18,none,27.8971
2025-12-30T11:09:40.231070,large_300000,pgvector,19,none,29.9735
2025-12-30T11:09:40.257612,large_300000,pgvector,20,none,26.5417
2025-12-30T11:09:40.286937,large_300000,pgvector,21,none,29.3250
2025-12-30T11:09:40.313754,large_300000,pgvector,22,none,26.8173
2025-12-30T11:09:40.343334,large_300000,pgvector,23,none,29.5799
2025-12-30T11:09:40.368234,large_300000,pgvector,24,none,24.9002
2025-12-30T11:09:40.395819,large_300000,pgvector,25,none,27.5853
2025-12-30T11:09:40.427978,large_300000,pgvector,26,none,32.1584
2025-12-30T11:09:40.457682,large_300000,pgvector,27,none,29.7046
2025-12-30T11:09:40.485510,large_300000,pgvector,28,none,27.1578
2025-12-30T11:09:40.513167,large_300000,pgvector,29,none,26.0243
2025-12-30T11:09:40.535070,large_300000,pgvector,30,none,21.9028
2025-12-30T11:09:40.564016,large_300000,pgvector,31,none,28.9457
2025-12-30T11:09:40.591459,large_300000,pgvector,32,none,27.4427
2025-12-30T11:09:40.618256,large_300000,pgvector,33,none,26.7973
2025-12-30T11:09:40.645892,large_300000,pgvector,34,none,27.6365
2025-12-30T11:09:40.671549,large_300000,pgvector,35,none,25.6569
2025-12-30T11:09:40.698520,large_300000,pgvector,36,none,26.9706
2025-12-30T11:09:40.728149,large_300000,pgvector,37,none,26.3410
2025-12-30T11:09:40.755067,large_300000,pgvector,38,none,26.9167
2025-12-30T11:09:40.781199,large_300000,pgvector,39,none,26.1331
2025-12-30T11:09:40.807716,large_300000,pgvector,40,none,26.5169
2025-12-30T11:09:40.833791,large_300000,pgvector,41,none,26.0744
2025-12-30T11:09:40.860563,large_300000,pgvector,42,none,26.7727
2025-12-30T11:09:40.884661,large_300000,pgvector,43,none,24.0974
2025-12-30T11:09:40.910024,large_300000,pgvector,44,none,23.3536
2025-12-30T11:09:40.938315,large_300000,pgvector,45,none,28.2912
