timestamp,n_vectors,dimension,collection_name,table_name,chroma_load_time_sec,chroma_total_size_mb,chroma_delta_size_mb,pg_load_time_sec,pg_total_size_mb,pg_delta_size_mb
2025-12-30T10:53:06.300977,150000,128,items_128d,items,29.322304,138.1493,137.9891,226.256212,87.0000,86.9844
